"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs","TreeN"
"WS4D0886",4,0.412766944711717,0.43073828439615,0.0347970398461538,267,-0.516461738236606,0.267,999,"WS4D0886"
"WS4D0887",1,NA,NA,NA,NA,NA,NA,999,"WS4D0887"
"WS4D0888",2,0.23635152315989,0.288585867464198,0.0465248074876192,126.5,-1.1227202674231,0.1265,999,"WS4D0888"
"WS4D0889",2,0.0234034078715045,0.284780329213246,0.0482899766000349,2,-5.41265371707703,0.002,999,"WS4D0889"
"WS4D0890",3,0.211434126559043,0.382596532919676,0.0404136948055826,3,-4.23525755771752,0.003,999,"WS4D0890"
"WS4D0892",5,0.427237998762126,0.459824784815334,0.0318618308637856,123,-1.02275309264308,0.123,999,"WS4D0892"
"WS4D0893",3,0.369534308487313,0.383634537318086,0.042723872401034,314,-0.330031620224387,0.314,999,"WS4D0893"
"WS4E1102",1,NA,NA,NA,NA,NA,NA,999,"WS4E1102"
"WS4E1103",2,0.240058237725765,0.287817595297066,0.0474477730896724,128,-1.00656689368835,0.128,999,"WS4E1103"
"WS4E1104",3,0.281522769973107,0.384184434487862,0.039400309840252,15,-2.60560551251997,0.015,999,"WS4E1104"
"WS4E1107",4,0.386397354503926,0.430926915995632,0.0341940257502693,85,-1.3022614481524,0.085,999,"WS4E1107"
"WS4E1108",1,NA,NA,NA,NA,NA,NA,999,"WS4E1108"
"WS4E1110",3,0.396637100762313,0.38312835214275,0.0409234684308593,629,0.330097842082628,0.629,999,"WS4E1110"
"WS4E1111",4,0.411015713811296,0.43097842614146,0.0375216262352235,258,-0.532032172726676,0.258,999,"WS4E1111"
"WS4E1112",1,NA,NA,NA,NA,NA,NA,999,"WS4E1112"
"WS4E1113",2,0.301728118924969,0.285705174544899,0.0481077391295706,563.5,0.333063757931219,0.5635,999,"WS4E1113"
"WS4E1114",3,0.376170521400358,0.381382893788672,0.0394823535402893,396,-0.13201777302852,0.396,999,"WS4E1114"
"WS4E1117",5,0.342829306611956,0.45987652669416,0.0329480009413211,5,-3.55248320803012,0.005,999,"WS4E1117"
"WS4E1119",4,0.4103443958758,0.430152975641065,0.0356528946901607,252,-0.555595273186376,0.252,999,"WS4E1119"
"WS4E1121",1,NA,NA,NA,NA,NA,NA,999,"WS4E1121"
"WS4E1122",4,0.388712360297455,0.432309220343916,0.0351183475396883,100,-1.24142686375523,0.1,999,"WS4E1122"
"WS4E1123",3,0.40214029691797,0.381107716642046,0.0422791887174845,718,0.497468870948934,0.718,999,"WS4E1123"
"WS4E1124",2,0.249906769116005,0.288280111689946,0.0468190995347062,163,-0.819608727107105,0.163,999,"WS4E1124"
"WS4E1126",6,0.386808480856403,0.477011137349847,0.0300459117131756,8,-3.00216073835725,0.008,999,"WS4E1126"
"WS4E1127",3,0.346527735707052,0.382004795598576,0.0418221894537605,156,-0.848283180648582,0.156,999,"WS4E1127"
"WS4E1128",1,NA,NA,NA,NA,NA,NA,999,"WS4E1128"
"WS4E1129",5,0.426649467378213,0.459270651163319,0.0319388702375974,128,-1.02136310841406,0.128,999,"WS4E1129"
"WS4E1130",1,NA,NA,NA,NA,NA,NA,999,"WS4E1130"
"WS4E1132",2,0.235096905551732,0.287259690048596,0.0439189554863667,111,-1.18770548887612,0.111,999,"WS4E1132"
"WS4E1134",1,NA,NA,NA,NA,NA,NA,999,"WS4E1134"
"WS4E1135",4,0.449088424394017,0.432069137774171,0.0358018338303848,718,0.475374716850454,0.718,999,"WS4E1135"
"WS4E1136",3,0.365647795856784,0.382626685206865,0.0425989293058735,286,-0.398575495364385,0.286,999,"WS4E1136"
"WS4E1137",2,0.322643019062865,0.284669718798843,0.0477410734034967,842.5,0.795401057346989,0.8425,999,"WS4E1137"
"WS4E1139",1,NA,NA,NA,NA,NA,NA,999,"WS4E1139"
"WS4E1140",3,0.312016587460558,0.386804005652014,0.0413115545578095,45,-1.81032689260826,0.045,999,"WS4E1140"
"WS4E1142",1,NA,NA,NA,NA,NA,NA,999,"WS4E1142"
"WS4E1143",6,0.439330282711391,0.478637862228271,0.0306916525845464,83,-1.28072541576572,0.083,999,"WS4E1143"
"WS4E1144",4,0.350739694449847,0.430209729432771,0.0355897386938621,25,-2.23294797600268,0.025,999,"WS4E1144"
"WS4E1145",2,0.290493602769493,0.290531684099628,0.0424587230498729,405,-0.000896902388942688,0.405,999,"WS4E1145"
"WS4E1146",2,0.309010302012732,0.286529584452333,0.048067069660126,653.5,0.467694779801575,0.6535,999,"WS4E1146"
"WS4E1147",1,NA,NA,NA,NA,NA,NA,999,"WS4E1147"
"WS4E1148",5,0.42803543163552,0.459549081919523,0.0314848650302997,140,-1.00091425685565,0.14,999,"WS4E1148"
"WS4E1149",3,0.351498744668076,0.382288690340623,0.0408360658521271,172,-0.753989029796394,0.172,999,"WS4E1149"
"WS4E1150",5,0.411537655710685,0.458130998561377,0.0318150076465417,71,-1.46450830275872,0.071,999,"WS4E1150"
"WS4E1151",5,0.387698988860313,0.458447663904859,0.0336246629476724,27,-2.10407090636555,0.027,999,"WS4E1151"
"WS4E1152",1,NA,NA,NA,NA,NA,NA,999,"WS4E1152"
"WS4E1153",1,NA,NA,NA,NA,NA,NA,999,"WS4E1153"
"WS4E1154",1,NA,NA,NA,NA,NA,NA,999,"WS4E1154"
"WS4E1155",1,NA,NA,NA,NA,NA,NA,999,"WS4E1155"
"WS4E1157",2,0.180571253249237,0.287360208180577,0.0476834539591486,38,-2.23953900283373,0.038,999,"WS4E1157"
"WS4E1158",1,NA,NA,NA,NA,NA,NA,999,"WS4E1158"
"WS4E1159",1,NA,NA,NA,NA,NA,NA,999,"WS4E1159"
"WS4E1161",1,NA,NA,NA,NA,NA,NA,999,"WS4E1161"
"WS4E1162",1,NA,NA,NA,NA,NA,NA,999,"WS4E1162"
"WS5D0791",2,0.290493602769493,0.290531684099628,0.0424587230498729,405,-0.000896902388942688,0.405,999,"WS5D0791"
"WS5D0792",7,0.526210925771511,0.493591320471837,0.0271095187760722,892,1.20325283414714,0.892,999,"WS5D0792"
"WS5D0793",4,0.187812354937617,0.429812608804223,0.0368741237413959,1,-6.5628747021568,0.001,999,"WS5D0793"
"WS5D0796",3,0.210680257537873,0.382292129069657,0.0424986895275629,7,-4.0380509008515,0.007,999,"WS5D0796"
"WS5D0798",2,0.0229324824212295,0.285439779658637,0.0496846683825587,1,-5.28346682755678,0.001,999,"WS5D0798"
"WS5D0799",2,0.0229324824212295,0.285439779658637,0.0496846683825587,1,-5.28346682755678,0.001,999,"WS5D0799"
"WS5D0800",3,0.318883775107962,0.38116968768766,0.0456995605070719,72,-1.36294336069292,0.072,999,"WS5D0800"
"WS5D0803",1,NA,NA,NA,NA,NA,NA,999,"WS5D0803"
"WS5D0804",2,0.0229324824212295,0.285439779658637,0.0496846683825587,1,-5.28346682755678,0.001,999,"WS5D0804"
"WS5D0805",2,0.0229324824212295,0.285439779658637,0.0496846683825587,1,-5.28346682755678,0.001,999,"WS5D0805"
"WS5D0807",3,0.318883775107962,0.38116968768766,0.0456995605070719,72,-1.36294336069292,0.072,999,"WS5D0807"
"WS5D0808",2,0.0229324824212295,0.285439779658637,0.0496846683825587,1,-5.28346682755678,0.001,999,"WS5D0808"
"WS5D0810",2,0.0229324824212295,0.285439779658637,0.0496846683825587,1,-5.28346682755678,0.001,999,"WS5D0810"
"WS5D0811",1,NA,NA,NA,NA,NA,NA,999,"WS5D0811"
"WS5D0812",1,NA,NA,NA,NA,NA,NA,999,"WS5D0812"
"WS5D0814",2,0.162364271777999,0.286707491150065,0.0466102457425754,27,-2.66772288777028,0.027,999,"WS5D0814"
"WS5D0815",1,NA,NA,NA,NA,NA,NA,999,"WS5D0815"
"WS5D0816",6,0.450254787088257,0.478364886402352,0.0301716429351191,141,-0.931672808621756,0.141,999,"WS5D0816"
"WS5D0817",3,0.218323066562033,0.381912259429491,0.0428024774249995,2,-3.821956174245,0.002,999,"WS5D0817"
"WS5D0819",1,NA,NA,NA,NA,NA,NA,999,"WS5D0819"
"WS5D0820",1,NA,NA,NA,NA,NA,NA,999,"WS5D0820"
"WS5D0824",1,NA,NA,NA,NA,NA,NA,999,"WS5D0824"
"WS5D0825",1,NA,NA,NA,NA,NA,NA,999,"WS5D0825"
"WS5D0826",4,0.415157789561204,0.428952865463383,0.0374712652137058,306,-0.368150790305669,0.306,999,"WS5D0826"
"WS5D0828",3,0.277078693298175,0.382602205915319,0.0395463075598669,14,-2.66835310622614,0.014,999,"WS5D0828"
"WS5D0829",2,0.161350409048133,0.287120772174618,0.0449819448071373,21,-2.79601879522401,0.021,999,"WS5D0829"
"WS5D0830",1,NA,NA,NA,NA,NA,NA,999,"WS5D0830"
"WS5D0833",2,0.249906769116005,0.288280111689946,0.0468190995347062,163,-0.819608727107105,0.163,999,"WS5D0833"
"WS5D0834",3,0.398903041702412,0.382698041503859,0.0408239989489136,647,0.396947888883505,0.647,999,"WS5D0834"
"WS5D0835",3,0.347538662344415,0.382454325705063,0.0414719088287612,167,-0.841911171844443,0.167,999,"WS5D0835"
"WS5D0836",3,0.269211368328247,0.384210584191326,0.0415330537075687,14,-2.76886011495278,0.014,999,"WS5D0836"
"WS5D0837",3,0.361332211377417,0.381746351232181,0.0410975158014874,247,-0.496724423767353,0.247,999,"WS5D0837"
"WS5E1163",1,NA,NA,NA,NA,NA,NA,999,"WS5E1163"
"WS5E1164",2,0.309010302012732,0.286529584452333,0.048067069660126,653.5,0.467694779801575,0.6535,999,"WS5E1164"
"WS5E1165",3,0.265508429743514,0.382650474838271,0.0389253581685773,12,-3.00940185540337,0.012,999,"WS5E1165"
"WS5E1168",1,NA,NA,NA,NA,NA,NA,999,"WS5E1168"
"WS5E1169",3,0.258899717482857,0.384254067325376,0.0425988802269205,11,-2.94266772212715,0.011,999,"WS5E1169"
"WS5E1170",3,0.385951524915281,0.38309406883723,0.0422881861156001,504.5,0.0675710249250187,0.5045,999,"WS5E1170"
"WS5E1173",1,NA,NA,NA,NA,NA,NA,999,"WS5E1173"
"WS5E1174",2,0.225912829980946,0.287570676355609,0.0459063477452044,105,-1.34312245262648,0.105,999,"WS5E1174"
"WS5E1175",5,0.423253771518359,0.459613753126722,0.0331260678443895,108,-1.09762443822684,0.108,999,"WS5E1175"
"WS5E1178",1,NA,NA,NA,NA,NA,NA,999,"WS5E1178"
"WS5E1180",8,0.461705495103823,0.502636877769948,0.0255790777549644,52,-1.6001899309361,0.052,999,"WS5E1180"
"WS5E1181",4,0.383954615215312,0.428677747402208,0.03523814916731,89,-1.26916802510118,0.089,999,"WS5E1181"
"WS5E1182",4,0.394129911840816,0.430246059486404,0.0343693015419905,121,-1.05082576675185,0.121,999,"WS5E1182"
"WS5E1183",1,NA,NA,NA,NA,NA,NA,999,"WS5E1183"
"WS5E1184",4,0.420232741840033,0.430065863744954,0.0369839955979343,367,-0.265875056114007,0.367,999,"WS5E1184"
"WS5E1186",2,0.225912829980946,0.287570676355609,0.0459063477452044,105,-1.34312245262648,0.105,999,"WS5E1186"
"WS5E1188",4,0.445444614580846,0.431282187046716,0.0368877788447206,650,0.383932781470723,0.65,999,"WS5E1188"
"WS5E1191",4,0.383604332603554,0.428745617473427,0.0362901606213472,93,-1.24389873444979,0.093,999,"WS5E1191"
"WS5E1192",2,0.326045391778507,0.285317474070423,0.0454233617086133,874,0.896629315314664,0.874,999,"WS5E1192"
"WS5E1193",1,NA,NA,NA,NA,NA,NA,999,"WS5E1193"
"WS5E1194",2,0.31735228492954,0.288529213986404,0.0450595102907994,743,0.639666759738868,0.743,999,"WS5E1194"
"WS5E1196",2,0.309010302012732,0.286529584452333,0.048067069660126,653.5,0.467694779801575,0.6535,999,"WS5E1196"
"WS5E1198",3,0.35158280814969,0.379637143160998,0.0402848290469804,205,-0.696399505098819,0.205,999,"WS5E1198"
"WS5E1199",4,0.38005386138033,0.431211893286078,0.0347665878405597,68,-1.4714711763018,0.068,999,"WS5E1199"
"WS5E1200",1,NA,NA,NA,NA,NA,NA,999,"WS5E1200"
"WS5E1202",4,0.413247725752491,0.430133900283181,0.0358124821319829,267,-0.471516452516684,0.267,999,"WS5E1202"
"WS5E1203",3,0.373255886273317,0.381976541696986,0.0417881238795581,362,-0.208687411973882,0.362,999,"WS5E1203"
"WS5E1204",2,0.246302381738383,0.289125480608395,0.0452276596940909,133,-0.946834285913917,0.133,999,"WS5E1204"
"WS5E1205",1,NA,NA,NA,NA,NA,NA,999,"WS5E1205"
"WS5E1207",1,NA,NA,NA,NA,NA,NA,999,"WS5E1207"
"WS5E1208",4,0.405712633242857,0.429629394645774,0.0342005234020478,209,-0.699309806512643,0.209,999,"WS5E1208"
"WS5E1209",1,NA,NA,NA,NA,NA,NA,999,"WS5E1209"
"WS5E1210",1,NA,NA,NA,NA,NA,NA,999,"WS5E1210"
"WS5E1211",1,NA,NA,NA,NA,NA,NA,999,"WS5E1211"
